"Concept Set ID","Name","Concept ID","Concept Code","Concept Name","Concept Class ID","Domain","Vocabulary"
"75","OCOH - Estradiol","43631195","OMOP834612","100000 MG Estradiol 0.000517 MG/MG / FLUPREDNIDENE 0.00025 MG/MG Topical Solution","Quant Clinical Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43775015","OMOP834613","100000 MG Estradiol 0.000517 MG/MG / FLUPREDNIDENE 0.00025 MG/MG Topical Solution [Crinohermal]","Quant Branded Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43703205","OMOP834614","100000 MG Estradiol 0.000517 MG/MG / FLUPREDNIDENE 0.00025 MG/MG Topical Solution [Crinohermal] by Almirall","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","36283613","OMOP3134488","100000 MG Estradiol 0.0006 MG/MG Topical Gel","Quant Clinical Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","36283625","OMOP3134500","100000 MG Estradiol 0.0006 MG/MG Topical Gel Box of 2","Quant Clinical Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","36283639","OMOP3134514","100000 MG Estradiol 0.0006 MG/MG Topical Gel [Oestrogel]","Quant Branded Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","36283632","OMOP3134507","100000 MG Estradiol 0.0006 MG/MG Topical Gel [Oestrogel] Box of 2","Quant Branded Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","36283592","OMOP3134467","100000 MG Estradiol 0.0006 MG/MG Topical Gel [Oestrogel] Box of 2 by Besins","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43627658","OMOP776684","10000 MG Estradiol 0.0002 MG/MG Vaginal Ring","Quant Clinical Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43681815","OMOP776685","10000 MG Estradiol 0.0002 MG/MG Vaginal Ring [Estring]","Quant Branded Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43735726","OMOP776686","10000 MG Estradiol 0.0002 MG/MG Vaginal Ring [Estring] by Pharmacia","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","35151750","OMOP4808795","1000 MG Estradiol 0.0006 MG/MG Topical Gel","Quant Clinical Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","35160283","OMOP4817261","1000 MG Estradiol 0.0006 MG/MG Topical Gel [L'estro]","Quant Branded Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43805577","OMOP739647","1000 MG Estradiol 0.0006 MG/MG Vaginal Gel","Quant Clinical Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43679920","OMOP739650","1000 MG Estradiol 0.0006 MG/MG Vaginal Gel [Gynokadin]","Quant Branded Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43643904","OMOP739651","1000 MG Estradiol 0.0006 MG/MG Vaginal Gel [Gynokadin] by Dr. Kade","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43285931","OMOP560507","1000 MG Estradiol 0.001 MG/MG Oral Powder","Quant Clinical Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43275150","OMOP560508","1000 MG Estradiol 0.001 MG/MG Oral Powder Box of 28","Quant Clinical Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43264126","OMOP560509","1000 MG Estradiol 0.001 MG/MG Oral Powder [Sandrena]","Quant Branded Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43296704","OMOP560510","1000 MG Estradiol 0.001 MG/MG Oral Powder [Sandrena] Box of 28","Quant Branded Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43163536","OMOP507757","1000 MG Estradiol 0.001 MG/MG Topical Gel","Quant Clinical Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43185385","OMOP507758","1000 MG Estradiol 0.001 MG/MG Topical Gel Box of 28","Quant Clinical Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41446987","OMOP2644949","1000 MG Estradiol 0.001 MG/MG Topical Gel Box of 280","Quant Clinical Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41447123","OMOP2645085","1000 MG Estradiol 0.001 MG/MG Topical Gel Box of 91","Quant Clinical Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43185386","OMOP507759","1000 MG Estradiol 0.001 MG/MG Topical Gel [DELIDOSE]","Quant Branded Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43196377","OMOP507760","1000 MG Estradiol 0.001 MG/MG Topical Gel [DELIDOSE] Box of 28","Quant Branded Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43141328","OMOP507762","1000 MG Estradiol 0.001 MG/MG Topical Gel [DELIDOSE] Box of 28 by Orion","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","2024012","OMOP4922550","1000 MG estradiol 0.001 MG/MG Topical Gel [Divigel]","Quant Branded Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","2024013","OMOP4922551","1000 MG estradiol 0.001 MG/MG Topical Gel [Divigel] by Hyundai","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41447231","OMOP2645193","1000 MG Estradiol 0.001 MG/MG Topical Gel [Estramon]","Quant Branded Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41446957","OMOP2644919","1000 MG Estradiol 0.001 MG/MG Topical Gel [Estramon] Box of 91","Quant Branded Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41447106","OMOP2645068","1000 MG Estradiol 0.001 MG/MG Topical Gel [Estramon] Box of 91 by Novartis","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","2024009","OMOP4922547","1000 MG estradiol 0.001 MG/MG Topical Gel [ESTREVA]","Quant Branded Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","2024010","OMOP4922548","1000 MG estradiol 0.001 MG/MG Topical Gel [ESTREVA] by Samil","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","2024011","OMOP4922549","1000 MG estradiol 0.001 MG/MG Topical Gel [ESTREVA] by Samoh","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41446956","OMOP2644918","1000 MG Estradiol 0.001 MG/MG Topical Gel [Gyn Polar]","Quant Branded Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41447126","OMOP2645088","1000 MG Estradiol 0.001 MG/MG Topical Gel [Gyn Polar] Box of 28","Quant Branded Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41447158","OMOP2645120","1000 MG Estradiol 0.001 MG/MG Topical Gel [Gyn Polar] Box of 280","Quant Branded Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41447162","OMOP2645124","1000 MG Estradiol 0.001 MG/MG Topical Gel [Gyn Polar] Box of 280 by Orion","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41447024","OMOP2644986","1000 MG Estradiol 0.001 MG/MG Topical Gel [Gyn Polar] Box of 28 by Orion","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41447250","OMOP2645212","1000 MG Estradiol 0.001 MG/MG Topical Gel [Gyn Polar] Box of 91","Quant Branded Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41446935","OMOP2644897","1000 MG Estradiol 0.001 MG/MG Topical Gel [Gyn Polar] Box of 91 by Orion","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41447014","OMOP2644976","1000 MG Estradiol 0.001 MG/MG Topical Gel [Sandrena]","Quant Branded Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41447275","OMOP2645237","1000 MG Estradiol 0.001 MG/MG Topical Gel [Sandrena] Box of 28","Quant Branded Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41447103","OMOP2645065","1000 MG Estradiol 0.001 MG/MG Topical Gel [Sandrena] Box of 28 by Merck","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41447125","OMOP2645087","1000 MG Estradiol 0.001 MG/MG Topical Gel [Sandrena] Box of 91","Quant Branded Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41447180","OMOP2645142","1000 MG Estradiol 0.001 MG/MG Topical Gel [Sandrena] Box of 91 by Merck","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41447074","OMOP2645036","1000 MG Estradiol 0.001 MG/MG Topical Gel [Sisare]","Quant Branded Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41447201","OMOP2645163","1000 MG Estradiol 0.001 MG/MG Topical Gel [Sisare] Box of 28","Quant Branded Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41447078","OMOP2645040","1000 MG Estradiol 0.001 MG/MG Topical Gel [Sisare] Box of 28 by Merck","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41447274","OMOP2645236","1000 MG Estradiol 0.001 MG/MG Topical Gel [Sisare] Box of 91","Quant Branded Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41446980","OMOP2644942","1000 MG Estradiol 0.001 MG/MG Topical Gel [Sisare] Box of 91 by Merck","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41447043","OMOP2645005","1000 MG Estradiol 0.001 MG/MG Topical Gel [Sisare] Box of 91 by Orion","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43607696","OMOP739652","1000 MG Estradiol 0.001 MG/MG Vaginal Gel","Quant Clinical Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43751650","OMOP739653","1000 MG Estradiol 0.001 MG/MG Vaginal Gel Box of 28","Quant Clinical Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43715637","OMOP739654","1000 MG Estradiol 0.001 MG/MG Vaginal Gel Box of 91","Quant Clinical Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43625613","OMOP739655","1000 MG Estradiol 0.001 MG/MG Vaginal Gel [Estramon]","Quant Branded Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43661963","OMOP739657","1000 MG Estradiol 0.001 MG/MG Vaginal Gel [Estramon] Box of 28","Quant Branded Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43787545","OMOP739659","1000 MG Estradiol 0.001 MG/MG Vaginal Gel [Estramon] Box of 28 by Hexal","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43643905","OMOP739660","1000 MG Estradiol 0.001 MG/MG Vaginal Gel [Estramon] Box of 91","Quant Branded Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43823697","OMOP739661","1000 MG Estradiol 0.001 MG/MG Vaginal Gel [Estramon] Box of 91 by Hexal","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43787544","OMOP739656","1000 MG Estradiol 0.001 MG/MG Vaginal Gel [Estramon] by Hexal","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43643906","OMOP739662","1000 MG Estradiol 0.001 MG/MG Vaginal Gel [Sisare]","Quant Branded Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43589680","OMOP739664","1000 MG Estradiol 0.001 MG/MG Vaginal Gel [Sisare] Box of 91","Quant Branded Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43841787","OMOP739665","1000 MG Estradiol 0.001 MG/MG Vaginal Gel [Sisare] Box of 91 by Orion","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43589679","OMOP739663","1000 MG Estradiol 0.001 MG/MG Vaginal Gel [Sisare] by Orion","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","44198338","OMOP3075061","100 ML Dexamethasone 0.1 MG/ML / Estradiol 0.15 MG/ML Injectable Solution","Quant Clinical Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","44198337","OMOP3075060","100 ML Dexamethasone 0.1 MG/ML / Estradiol 0.15 MG/ML Injectable Solution Box of 1","Quant Clinical Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","44197615","OMOP3074338","100 ML Dexamethasone 0.1 MG/ML / Estradiol 0.15 MG/ML Injectable Solution [Ell Cranell Dexa]","Quant Branded Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","44198380","OMOP3075103","100 ML Dexamethasone 0.1 MG/ML / Estradiol 0.15 MG/ML Injectable Solution [Ell Cranell Dexa] Box of 1","Quant Branded Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","44198577","OMOP3075300","100 ML Dexamethasone 0.1 MG/ML / Estradiol 0.15 MG/ML Injectable Solution [Ell Cranell Dexa] Box of 1 by Galderma","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41422651","OMOP2620613","100 ML Dexamethasone 0.1 MG/ML / Estradiol 0.15 MG/ML / Inositol 5.35 MG/ML / Salicylic Acid 2.5 MG/ML Medicated Shampoo","Quant Clinical Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41418326","OMOP2616288","100 ML Dexamethasone 0.1 MG/ML / Estradiol 0.15 MG/ML / Inositol 5.35 MG/ML / Salicylic Acid 2.5 MG/ML Medicated Shampoo Box of 1","Quant Clinical Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41427196","OMOP2625158","100 ML Dexamethasone 0.1 MG/ML / Estradiol 0.15 MG/ML / Inositol 5.35 MG/ML / Salicylic Acid 2.5 MG/ML Medicated Shampoo [Ell-Cranell]","Quant Branded Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41427195","OMOP2625157","100 ML Dexamethasone 0.1 MG/ML / Estradiol 0.15 MG/ML / Inositol 5.35 MG/ML / Salicylic Acid 2.5 MG/ML Medicated Shampoo [Ell-Cranell] Box of 1","Quant Branded Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41414071","OMOP2612033","100 ML Dexamethasone 0.1 MG/ML / Estradiol 0.15 MG/ML Medicated Shampoo","Quant Clinical Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41415739","OMOP2613701","100 ML Dexamethasone 0.1 MG/ML / Estradiol 0.15 MG/ML Medicated Shampoo Box of 1","Quant Clinical Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41424704","OMOP2622666","100 ML Dexamethasone 0.1 MG/ML / Estradiol 0.15 MG/ML Medicated Shampoo [Ell Cranell Dexa]","Quant Branded Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41423046","OMOP2621008","100 ML Dexamethasone 0.1 MG/ML / Estradiol 0.15 MG/ML Medicated Shampoo [Ell Cranell Dexa] Box of 1","Quant Branded Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41420714","OMOP2618676","100 ML Dexamethasone 0.1 MG/ML / Estradiol 0.15 MG/ML Medicated Shampoo [Ell Cranell Dexa] Box of 1 by Galderma","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41420910","OMOP2618872","100 ML Estradiol 0.05 MG/ML / prednisolone 2 MG/ML / Salicylic Acid 4 MG/ML Injectable Solution","Quant Clinical Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41414401","OMOP2612363","100 ML Estradiol 0.05 MG/ML / prednisolone 2 MG/ML / Salicylic Acid 4 MG/ML Injectable Solution [Alpicort]","Quant Branded Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41423010","OMOP2620972","100 ML Estradiol 0.05 MG/ML / prednisolone 2 MG/ML / Salicylic Acid 4 MG/ML Injectable Solution [Alpicort] Box of 1","Quant Branded Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41417213","OMOP2615175","100 ML Estradiol 0.05 MG/ML / prednisolone 2 MG/ML / Salicylic Acid 4 MG/ML Injectable Solution [Alpicort] Box of 1 by Eurim-Pharm","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41414053","OMOP2612015","100 ML Estradiol 0.05 MG/ML / prednisolone 2 MG/ML / Salicylic Acid 4 MG/ML Injectable Solution Box of 1","Quant Clinical Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41417426","OMOP2615388","100 ML Estradiol 0.05 MG/ML / prednisolone 2 MG/ML / Salicylic Acid 4 MG/ML Medicated Shampoo","Quant Clinical Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41423824","OMOP2621786","100 ML Estradiol 0.05 MG/ML / prednisolone 2 MG/ML / Salicylic Acid 4 MG/ML Medicated Shampoo [Alpicort]","Quant Branded Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41427169","OMOP2625131","100 ML Estradiol 0.05 MG/ML / prednisolone 2 MG/ML / Salicylic Acid 4 MG/ML Medicated Shampoo [Alpicort] Box of 1","Quant Branded Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","44198193","OMOP3074916","100 ML Estradiol 0.05 MG/ML / prednisolone 2 MG/ML / Salicylic Acid 4 MG/ML Medicated Shampoo [Alpicort] Box of 1 by Emra-Med","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","44197832","OMOP3074555","100 ML Estradiol 0.05 MG/ML / prednisolone 2 MG/ML / Salicylic Acid 4 MG/ML Medicated Shampoo [Alpicort] Box of 1 by Eurim-Pharm","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41419843","OMOP2617805","100 ML Estradiol 0.05 MG/ML / prednisolone 2 MG/ML / Salicylic Acid 4 MG/ML Medicated Shampoo [Alpicort] Box of 1 by Wolff Bielefeld","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","41414052","OMOP2612014","100 ML Estradiol 0.05 MG/ML / prednisolone 2 MG/ML / Salicylic Acid 4 MG/ML Medicated Shampoo Box of 1","Quant Clinical Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43721118","OMOP841281","100 ML Estradiol 0.05 MG/ML / prednisolone 4 MG/ML Topical Cream","Quant Clinical Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43613190","OMOP841282","100 ML Estradiol 0.05 MG/ML / prednisolone 4 MG/ML Topical Cream [Linoladiol]","Quant Branded Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43865591","OMOP841283","100 ML Estradiol 0.05 MG/ML / prednisolone 4 MG/ML Topical Cream [Linoladiol] by Dr. August Wolff","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43757184","OMOP841278","100 ML Estradiol 0.1 MG/ML Topical Cream","Quant Clinical Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43829173","OMOP841279","100 ML Estradiol 0.1 MG/ML Topical Cream [Estradiol Wolff]","Quant Branded Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43649456","OMOP841280","100 ML Estradiol 0.1 MG/ML Topical Cream [Estradiol Wolff] by Dr. August Wolff","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43612821","OMOP827214","100 ML Estradiol 0.1 MG/ML Topical Cream [Linoladiol]","Quant Branded Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43720746","OMOP827215","100 ML Estradiol 0.1 MG/ML Topical Cream [Linoladiol] by Dr. August Wolff","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","44211365","OMOP3088088","101000 MG Estradiol 0.00005 MG/MG Topical Ointment","Quant Clinical Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","44214113","OMOP3090836","101000 MG Estradiol 0.00005 MG/MG Topical Ointment Box of 1","Quant Clinical Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","44212334","OMOP3089057","101000 MG Estradiol 0.00005 MG/MG Topical Ointment [Farmacyrol]","Quant Branded Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","44215075","OMOP3091798","101000 MG Estradiol 0.00005 MG/MG Topical Ointment [Farmacyrol] Box of 1","Quant Branded Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","44213932","OMOP3090655","101000 MG Estradiol 0.00005 MG/MG Topical Ointment [Farmacyrol] Box of 1 by Beyvers","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","44214795","OMOP3091518","101000 MG Estradiol 0.0001 MG/MG / linoleate 0.00455 MG/MG Vaginal Gel","Quant Clinical Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","44210531","OMOP3087254","101000 MG Estradiol 0.0001 MG/MG / linoleate 0.00455 MG/MG Vaginal Gel Box of 1","Quant Clinical Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","44212333","OMOP3089056","101000 MG Estradiol 0.0001 MG/MG / linoleate 0.00455 MG/MG Vaginal Gel [Linoladiol]","Quant Branded Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","44214386","OMOP3091109","101000 MG Estradiol 0.0001 MG/MG / linoleate 0.00455 MG/MG Vaginal Gel [Linoladiol] Box of 1","Quant Branded Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","44212051","OMOP3088774","101000 MG Estradiol 0.0001 MG/MG Vaginal Gel","Quant Clinical Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","44213390","OMOP3090113","101000 MG Estradiol 0.0001 MG/MG Vaginal Gel Box of 1","Quant Clinical Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","44213014","OMOP3089737","101000 MG Estradiol 0.0001 MG/MG Vaginal Gel [Linoladiol]","Quant Branded Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","44215074","OMOP3091797","101000 MG Estradiol 0.0001 MG/MG Vaginal Gel [Linoladiol] Box of 1","Quant Branded Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","44216038","OMOP3092761","101000 MG Estradiol 0.0001 MG/MG Vaginal Gel [Linoladiol] Box of 1 by Wolff Bielefeld","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","36283694","OMOP3134569","101000 MG Estradiol 0.0006 MG/MG Topical Gel","Quant Clinical Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","36283686","OMOP3134561","101000 MG Estradiol 0.0006 MG/MG Topical Gel Box of 2","Quant Clinical Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","36283688","OMOP3134563","101000 MG Estradiol 0.0006 MG/MG Topical Gel [Oestrogel]","Quant Branded Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","36283682","OMOP3134557","101000 MG Estradiol 0.0006 MG/MG Topical Gel [Oestrogel] Box of 2","Quant Branded Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","36283699","OMOP3134574","101000 MG Estradiol 0.0006 MG/MG Topical Gel [Oestrogel] Box of 2 by Besins","Marketed Product","Drug","RxNorm Extension"
"75","OCOH - Estradiol","35161086","OMOP4818059","1010 MG Estradiol 0.0006 MG/MG Topical Gel","Quant Clinical Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43520196","OMOP2807311","1010 MG Estradiol 0.001 MG/MG Oral Powder","Quant Clinical Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43520198","OMOP2807313","1010 MG Estradiol 0.001 MG/MG Oral Powder Box of 28","Quant Clinical Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43520200","OMOP2807315","1010 MG Estradiol 0.001 MG/MG Oral Powder [Sandrena]","Quant Branded Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","43520199","OMOP2807314","1010 MG Estradiol 0.001 MG/MG Oral Powder [Sandrena] Box of 28","Quant Branded Box","Drug","RxNorm Extension"
"75","OCOH - Estradiol","35416365","OMOP1149950","1010 MG Estradiol 0.001 MG/MG Topical Gel","Quant Clinical Drug","Drug","RxNorm Extension"
"75","OCOH - Estradiol","35416397","OMOP1149982","1010 MG Estradiol 0.001 MG/MG Topical Gel Box of 28","Quant Clinical Box","Drug","RxNorm Extension"
