"Concept Set ID","Name","Concept ID","Concept Code","Concept Name","Concept Class ID","Domain","Vocabulary"
"77","OCOH - Progesterone","43667122","OMOP827633","100000 MG Progesterone 0.01 MG/MG Vaginal Gel Box of 2","Quant Clinical Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","43702950","OMOP827635","100000 MG Progesterone 0.01 MG/MG Vaginal Gel [PROGESTOGEL]","Quant Branded Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41514903","OMOP2712865","100000 MG Progesterone 0.01 MG/MG Vaginal Gel [PROGESTOGEL] Box of 1","Quant Branded Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41512101","OMOP2710063","100000 MG Progesterone 0.01 MG/MG Vaginal Gel [PROGESTOGEL] Box of 10","Quant Branded Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","43792629","OMOP827639","100000 MG Progesterone 0.01 MG/MG Vaginal Gel [PROGESTOGEL] Box of 100","Quant Branded Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","43738838","OMOP827640","100000 MG Progesterone 0.01 MG/MG Vaginal Gel [PROGESTOGEL] Box of 100 by Dr. Kade","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","43630943","OMOP827637","100000 MG Progesterone 0.01 MG/MG Vaginal Gel [PROGESTOGEL] Box of 2","Quant Branded Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","43612827","OMOP827638","100000 MG Progesterone 0.01 MG/MG Vaginal Gel [PROGESTOGEL] Box of 2 by Dr. Kade","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","43756788","OMOP827636","100000 MG Progesterone 0.01 MG/MG Vaginal Gel [PROGESTOGEL] by Dr. Kade","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41477927","OMOP2675889","10000 MG Progesterone 0.001 MG/MG Vaginal Gel","Quant Clinical Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41477926","OMOP2675888","10000 MG Progesterone 0.001 MG/MG Vaginal Gel Box of 1","Quant Clinical Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41476824","OMOP2674786","10000 MG Progesterone 0.001 MG/MG Vaginal Gel [PROGESTOGEL]","Quant Branded Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41477072","OMOP2675034","10000 MG Progesterone 0.001 MG/MG Vaginal Gel [PROGESTOGEL] Box of 1","Quant Branded Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41478161","OMOP2676123","10000 MG Progesterone 0.001 MG/MG Vaginal Gel [PROGESTOGEL] Box of 1 by Merck","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41476858","OMOP2674820","10000 MG Progesterone 0.01 MG/MG Vaginal Gel","Quant Clinical Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41477619","OMOP2675581","10000 MG Progesterone 0.01 MG/MG Vaginal Gel Box of 1","Quant Clinical Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41478485","OMOP2676447","10000 MG Progesterone 0.01 MG/MG Vaginal Gel [PROGESTOGEL]","Quant Branded Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41477421","OMOP2675383","10000 MG Progesterone 0.01 MG/MG Vaginal Gel [PROGESTOGEL] Box of 1","Quant Branded Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","36412577","OMOP3104619","1000 MG Progesterone 0.02 MG/MG Topical Cream","Quant Clinical Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","35789987","OMOP2791448","1000 MG Progesterone 0.02 MG/MG Topical Ointment","Quant Clinical Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","44212835","OMOP3089558","101000 MG Progesterone 0.0001 MG/MG Vaginal Gel","Quant Clinical Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","44211983","OMOP3088706","101000 MG Progesterone 0.0001 MG/MG Vaginal Gel Box of 1","Quant Clinical Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","44212165","OMOP3088888","101000 MG Progesterone 0.0001 MG/MG Vaginal Gel Box of 2","Quant Clinical Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","44215208","OMOP3091931","101000 MG Progesterone 0.0001 MG/MG Vaginal Gel [PROGESTOGEL]","Quant Branded Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","44211543","OMOP3088266","101000 MG Progesterone 0.0001 MG/MG Vaginal Gel [PROGESTOGEL] Box of 1","Quant Branded Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","44211767","OMOP3088490","101000 MG Progesterone 0.0001 MG/MG Vaginal Gel [PROGESTOGEL] Box of 2","Quant Branded Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","44210599","OMOP3087322","101000 MG Progesterone 0.01 MG/MG Vaginal Gel","Quant Clinical Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","44214042","OMOP3090765","101000 MG Progesterone 0.01 MG/MG Vaginal Gel Box of 1","Quant Clinical Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","44215449","OMOP3092172","101000 MG Progesterone 0.01 MG/MG Vaginal Gel Box of 10","Quant Clinical Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","44214041","OMOP3090764","101000 MG Progesterone 0.01 MG/MG Vaginal Gel Box of 2","Quant Clinical Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","44212921","OMOP3089644","101000 MG Progesterone 0.01 MG/MG Vaginal Gel [PROGESTOGEL]","Quant Branded Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","44213611","OMOP3090334","101000 MG Progesterone 0.01 MG/MG Vaginal Gel [PROGESTOGEL] Box of 1","Quant Branded Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","44212247","OMOP3088970","101000 MG Progesterone 0.01 MG/MG Vaginal Gel [PROGESTOGEL] Box of 10","Quant Branded Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","44212248","OMOP3088971","101000 MG Progesterone 0.01 MG/MG Vaginal Gel [PROGESTOGEL] Box of 2","Quant Branded Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","36412749","OMOP3104791","1010 MG Progesterone 0.02 MG/MG Topical Cream","Quant Clinical Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","35790221","OMOP2791682","1010 MG Progesterone 0.02 MG/MG Topical Ointment","Quant Clinical Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450351","OMOP2648313","1120 MG Progesterone 0.0354 MG/MG Vaginal Gel","Quant Clinical Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450343","OMOP2648305","1120 MG Progesterone 0.0354 MG/MG Vaginal Gel Box of 6","Quant Clinical Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450360","OMOP2648322","1120 MG Progesterone 0.0354 MG/MG Vaginal Gel [Crinone]","Quant Branded Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450335","OMOP2648297","1120 MG Progesterone 0.0354 MG/MG Vaginal Gel [Crinone] Box of 6","Quant Branded Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450328","OMOP2648290","1120 MG Progesterone 0.0354 MG/MG Vaginal Gel [Crinone] Box of 6 by Mylan","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450327","OMOP2648289","1120 MG Progesterone 0.04 MG/MG Vaginal Gel","Quant Clinical Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450368","OMOP2648330","1120 MG Progesterone 0.04 MG/MG Vaginal Gel Box of 6","Quant Clinical Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450349","OMOP2648311","1120 MG Progesterone 0.04 MG/MG Vaginal Gel [Crinone]","Quant Branded Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450332","OMOP2648294","1120 MG Progesterone 0.04 MG/MG Vaginal Gel [Crinone] Box of 6","Quant Branded Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","40707336","OMOP4750348","1120 MG Progesterone 0.04 MG/MG Vaginal Gel [Crinone] Box of 6 by Merck","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","35790890","OMOP2792351","1120 MG Progesterone 0.04 MG/MG Vaginal Gel [Crinone] by Merck","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450331","OMOP2648293","1120 MG Progesterone 0.0708 MG/MG Vaginal Gel","Quant Clinical Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450340","OMOP2648302","1120 MG Progesterone 0.0708 MG/MG Vaginal Gel Box of 15","Quant Clinical Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450359","OMOP2648321","1120 MG Progesterone 0.0708 MG/MG Vaginal Gel Box of 6","Quant Clinical Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450356","OMOP2648318","1120 MG Progesterone 0.0708 MG/MG Vaginal Gel [Crinone]","Quant Branded Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450319","OMOP2648281","1120 MG Progesterone 0.0708 MG/MG Vaginal Gel [Crinone] Box of 15","Quant Branded Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450330","OMOP2648292","1120 MG Progesterone 0.0708 MG/MG Vaginal Gel [Crinone] Box of 15 by Orifarm Leverkus","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450350","OMOP2648312","1120 MG Progesterone 0.0708 MG/MG Vaginal Gel [Crinone] Box of 6","Quant Branded Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450325","OMOP2648287","1120 MG Progesterone 0.0708 MG/MG Vaginal Gel [Crinone] Box of 6 by Cc","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450338","OMOP2648300","1120 MG Progesterone 0.0708 MG/MG Vaginal Gel [Crinone] Box of 6 by Gerke","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450366","OMOP2648328","1120 MG Progesterone 0.0708 MG/MG Vaginal Gel [Crinone] Box of 6 by Kohlpharma","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450339","OMOP2648301","1120 MG Progesterone 0.08 MG/MG Vaginal Gel","Quant Clinical Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450321","OMOP2648283","1120 MG Progesterone 0.08 MG/MG Vaginal Gel Box of 15","Quant Clinical Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450364","OMOP2648326","1120 MG Progesterone 0.08 MG/MG Vaginal Gel Box of 6","Quant Clinical Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450345","OMOP2648307","1120 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone]","Quant Branded Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450371","OMOP2648333","1120 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 15","Quant Branded Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450329","OMOP2648291","1120 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 15 by Aca Mueller","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450362","OMOP2648324","1120 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 15 by Axicorp","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450358","OMOP2648320","1120 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 15 by Cc","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450323","OMOP2648285","1120 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 15 by Emra-Med","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450353","OMOP2648315","1120 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 15 by Eurim-Pharm","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450361","OMOP2648323","1120 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 15 by Gerke","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450341","OMOP2648303","1120 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 15 by Kohlpharma","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","40707337","OMOP4750347","1120 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 15 by Merck","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450337","OMOP2648299","1120 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 15 by Mylan","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450369","OMOP2648331","1120 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 15 by Orifarm Leverkus","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450333","OMOP2648295","1120 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 15 by Pfizer","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450344","OMOP2648306","1120 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 6","Quant Branded Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450363","OMOP2648325","1120 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 6 by Emra-Med","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450324","OMOP2648286","1120 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 6 by Eurim-Pharm","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450347","OMOP2648309","1120 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 6 by Mylan","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450342","OMOP2648304","1120 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 6 by Pfizer","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","35790891","OMOP2792352","1120 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] by Merck","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","36412432","OMOP3104474","1.12 ML Progesterone 22.3 MG/ML Injectable Solution","Quant Clinical Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","36412429","OMOP3104471","1.12 ML Progesterone 22.3 MG/ML Injectable Solution Box of 7","Quant Clinical Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","36282296","OMOP3133171","1.12 ML Progesterone 22.3 MG/ML Injectable Solution [Inprosub]","Quant Branded Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","36282295","OMOP3133170","1.12 ML Progesterone 22.3 MG/ML Injectable Solution [Inprosub] Box of 7","Quant Branded Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","36282297","OMOP3133172","1.12 ML Progesterone 22.3 MG/ML Injectable Solution [Inprosub] Box of 7 by Goodlife","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","36412433","OMOP3104475","1.12 ML Progesterone 22.3 MG/ML Injectable Solution [Lubion]","Quant Branded Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","36412431","OMOP3104473","1.12 ML Progesterone 22.3 MG/ML Injectable Solution [Lubion] Box of 7","Quant Branded Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","36809001","OMOP4823040","1.12 ML Progesterone 22.3 MG/ML Injectable Solution [Lubion] Box of 7 by Ibsa","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","36412434","OMOP3104476","1.12 ML Progesterone 22.3 MG/ML Injectable Solution [Lubion] Box of 7 by Pharmasure","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","36809002","OMOP4823041","1.12 ML Progesterone 22.3 MG/ML Injectable Solution [Lubion] by Ibsa","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","36412430","OMOP3104472","1.12 ML Progesterone 22.3 MG/ML Injectable Solution [Lubion] by Pharmasure","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","21069782","OMOP302389","1.12 ML Progesterone 22.3 MG/ML Prefilled Syringe","Quant Clinical Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","21089231","OMOP302390","1.12 ML Progesterone 22.3 MG/ML Prefilled Syringe Box of 7","Quant Clinical Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","21079534","OMOP302391","1.12 ML Progesterone 22.3 MG/ML Prefilled Syringe [Lubion]","Quant Branded Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","42482833","OMOP418159","1.12 ML Progesterone 22.3 MG/ML Prefilled Syringe [Lubion] Box of 7","Quant Branded Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","21167934","OMOP302395","1.12 ML Progesterone 22.3 MG/ML Prefilled Syringe [Lubion] Box of 7 by Pharmasure","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","21069783","OMOP302392","1.12 ML Progesterone 22.3 MG/ML Prefilled Syringe [Lubion] by Pharmasure","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","43759582","OMOP741748","1.12 ML Progesterone 25 MG/ML Injectable Solution","Quant Clinical Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","43777659","OMOP741750","1.12 ML Progesterone 25 MG/ML Injectable Solution Box of 14","Quant Clinical Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","43813686","OMOP741749","1.12 ML Progesterone 25 MG/ML Injectable Solution Box of 7","Quant Clinical Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","43669940","OMOP741751","1.12 ML Progesterone 25 MG/ML Injectable Solution [Prolutex]","Quant Branded Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","43831701","OMOP741755","1.12 ML Progesterone 25 MG/ML Injectable Solution [Prolutex] Box of 14","Quant Branded Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","43615681","OMOP741757","1.12 ML Progesterone 25 MG/ML Injectable Solution [Prolutex] Box of 14 by Ibsa","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","43777660","OMOP741753","1.12 ML Progesterone 25 MG/ML Injectable Solution [Prolutex] Box of 7","Quant Branded Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","43723624","OMOP741754","1.12 ML Progesterone 25 MG/ML Injectable Solution [Prolutex] Box of 7 by Ibsa","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","43723623","OMOP741752","1.12 ML Progesterone 25 MG/ML Injectable Solution [Prolutex] by Ibsa","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450379","OMOP2648341","1130 MG Progesterone 0.0354 MG/MG Vaginal Gel","Quant Clinical Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450404","OMOP2648366","1130 MG Progesterone 0.0354 MG/MG Vaginal Gel Box of 6","Quant Clinical Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450377","OMOP2648339","1130 MG Progesterone 0.0354 MG/MG Vaginal Gel [Crinone]","Quant Branded Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450386","OMOP2648348","1130 MG Progesterone 0.0354 MG/MG Vaginal Gel [Crinone] Box of 6","Quant Branded Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450396","OMOP2648358","1130 MG Progesterone 0.0354 MG/MG Vaginal Gel [Crinone] Box of 6 by Mylan","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","21118694","OMOP302402","1130 MG Progesterone 0.04 MG/MG Vaginal Gel","Quant Clinical Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","21138332","OMOP302403","1130 MG Progesterone 0.04 MG/MG Vaginal Gel Box of 6","Quant Clinical Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","21099156","OMOP302405","1130 MG Progesterone 0.04 MG/MG Vaginal Gel [Crinone]","Quant Branded Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","21040224","OMOP302407","1130 MG Progesterone 0.04 MG/MG Vaginal Gel [Crinone] Box of 6","Quant Branded Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","21148195","OMOP302408","1130 MG Progesterone 0.04 MG/MG Vaginal Gel [Crinone] Box of 6 by Merck","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","21177659","OMOP302406","1130 MG Progesterone 0.04 MG/MG Vaginal Gel [Crinone] by Merck","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450392","OMOP2648354","1130 MG Progesterone 0.0708 MG/MG Vaginal Gel","Quant Clinical Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450403","OMOP2648365","1130 MG Progesterone 0.0708 MG/MG Vaginal Gel Box of 15","Quant Clinical Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450385","OMOP2648347","1130 MG Progesterone 0.0708 MG/MG Vaginal Gel Box of 6","Quant Clinical Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450410","OMOP2648372","1130 MG Progesterone 0.0708 MG/MG Vaginal Gel [Crinone]","Quant Branded Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450399","OMOP2648361","1130 MG Progesterone 0.0708 MG/MG Vaginal Gel [Crinone] Box of 15","Quant Branded Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450372","OMOP2648334","1130 MG Progesterone 0.0708 MG/MG Vaginal Gel [Crinone] Box of 15 by Orifarm Leverkus","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450380","OMOP2648342","1130 MG Progesterone 0.0708 MG/MG Vaginal Gel [Crinone] Box of 6","Quant Branded Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450401","OMOP2648363","1130 MG Progesterone 0.0708 MG/MG Vaginal Gel [Crinone] Box of 6 by Cc","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450416","OMOP2648378","1130 MG Progesterone 0.0708 MG/MG Vaginal Gel [Crinone] Box of 6 by Gerke","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450413","OMOP2648375","1130 MG Progesterone 0.0708 MG/MG Vaginal Gel [Crinone] Box of 6 by Kohlpharma","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","21148194","OMOP302396","1130 MG Progesterone 0.08 MG/MG Vaginal Gel","Quant Clinical Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","21108969","OMOP302397","1130 MG Progesterone 0.08 MG/MG Vaginal Gel Box of 15","Quant Clinical Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450414","OMOP2648376","1130 MG Progesterone 0.08 MG/MG Vaginal Gel Box of 6","Quant Clinical Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","21167935","OMOP302398","1130 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone]","Quant Branded Drug","Drug","RxNorm Extension"
"77","OCOH - Progesterone","21089232","OMOP302400","1130 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 15","Quant Branded Box","Drug","RxNorm Extension"
"77","OCOH - Progesterone","42876697","OMOP4873803","1130 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 15 by Aaha","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450390","OMOP2648352","1130 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 15 by Aca Mueller","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450407","OMOP2648369","1130 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 15 by Axicorp","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450394","OMOP2648356","1130 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 15 by Cc","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450412","OMOP2648374","1130 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 15 by Emra-Med","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450393","OMOP2648355","1130 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 15 by Eurim-Pharm","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450411","OMOP2648373","1130 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 15 by Gerke","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450389","OMOP2648351","1130 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 15 by Kohlpharma","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","21118693","OMOP302401","1130 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 15 by Merck","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450409","OMOP2648371","1130 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 15 by Mylan","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450383","OMOP2648345","1130 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 15 by Orifarm Leverkus","Marketed Product","Drug","RxNorm Extension"
"77","OCOH - Progesterone","41450374","OMOP2648336","1130 MG Progesterone 0.08 MG/MG Vaginal Gel [Crinone] Box of 15 by Pfizer","Marketed Product","Drug","RxNorm Extension"
