"Concept Set ID","Name","Concept ID","Concept Code","Concept Name","Concept Class ID","Domain","Vocabulary"
"74","OCOH - Estrogen","40835279","OMOP2033241","Estrogens 40 MG/ML / Mepivacaine 2.5 MG/ML / Niacinamide 32 MG/ML Injectable Solution Box of 1","Clinical Drug Box","Drug","RxNorm Extension"
"74","OCOH - Estrogen","41116177","OMOP2314139","Estrogens 40 MG/ML / Mepivacaine 2.5 MG/ML / Niacinamide 32 MG/ML Injectable Solution Box of 5","Clinical Drug Box","Drug","RxNorm Extension"
"74","OCOH - Estrogen","41187121","OMOP2385083","Estrogens 40 MG/ML / Mepivacaine 2.5 MG/ML / Niacinamide 32 MG/ML Injectable Solution [Triodurin]","Branded Drug","Drug","RxNorm Extension"
"74","OCOH - Estrogen","41156065","OMOP2354027","Estrogens 40 MG/ML / Mepivacaine 2.5 MG/ML / Niacinamide 32 MG/ML Injectable Solution [Triodurin] Box of 1","Branded Drug Box","Drug","RxNorm Extension"
"74","OCOH - Estrogen","41156064","OMOP2354026","Estrogens 40 MG/ML / Mepivacaine 2.5 MG/ML / Niacinamide 32 MG/ML Injectable Solution [Triodurin] Box of 5","Branded Drug Box","Drug","RxNorm Extension"
"74","OCOH - Estrogen","41015569","OMOP2213531","Estrogens 40 MG/ML / Mepivacaine 2.5 MG/ML / Niacinamide 32 MG/ML [Triodurin]","Branded Drug Comp","Drug","RxNorm Extension"
"74","OCOH - Estrogen","36221165","1165775","estrogens Injectable Product","Clinical Dose Group","Drug","RxNorm"
"74","OCOH - Estrogen","40037952","375814","estrogens Injectable Solution","Clinical Drug Form","Drug","RxNorm"
"74","OCOH - Estrogen","40037953","375815","estrogens Injectable Suspension","Clinical Drug Form","Drug","RxNorm"
"74","OCOH - Estrogen","40986311","OMOP2184273","Estrogens / Mepivacaine / Niacinamide Injectable Solution","Clinical Drug Form","Drug","RxNorm Extension"
"74","OCOH - Estrogen","41299776","OMOP2497738","Estrogens / Mepivacaine / Niacinamide Injectable Solution [Triodurin]","Branded Drug Form","Drug","RxNorm Extension"
"74","OCOH - Estrogen","2043810","OMOP4943805","estrogens Oral Tablet","Clinical Drug Form","Drug","RxNorm Extension"
"74","OCOH - Estrogen","2043809","OMOP4943804","estrogens Oral Tablet [Premarin]","Branded Drug Form","Drug","RxNorm Extension"
"74","OCOH - Estrogen","36221163","1165773","estrogens / testosterone Oral Product","Clinical Dose Group","Drug","RxNorm"
"74","OCOH - Estrogen","40037946","372084","estrogens / testosterone Oral Tablet","Clinical Drug Form","Drug","RxNorm"
"74","OCOH - Estrogen","36221164","1165774","estrogens / testosterone Pill","Clinical Dose Group","Drug","RxNorm"
"74","OCOH - Estrogen","35855130","OMOP5011704","estrogens Topical Ointment","Clinical Drug Form","Drug","RxNorm Extension"
